gene,h_statistic,p_value,fdr
gene_2195,113.632697038478,1.2218672258095051e-23,1.7451177548448935e-23
gene_11935,113.62952045658217,1.2237758288116757e-23,1.7477202510347407e-23
gene_10908,113.606351503534,1.2377869966625521e-23,1.767605286688804e-23
gene_18846,113.56609911762568,1.2625115775869152e-23,1.8027855808477516e-23
gene_13487,113.52942229095956,1.2854695353876406e-23,1.8354384603215282e-23
gene_14750,113.52212063156139,1.2900896018580273e-23,1.8419050934951047e-23
gene_7569,113.51360234137019,1.2955004648448355e-23,1.8494997811089676e-23
gene_15777,113.50861717085854,1.2986775891231421e-23,1.8539046614655174e-23
gene_12106,113.46753953523512,1.3251552709066812e-23,1.8915688785122123e-23
gene_11152,113.39263599132755,1.3748333197589934e-23,1.96234238433307e-23
gene_11674,113.37054925562863,1.3898341816299733e-23,1.9836135648461104e-23
gene_16300,113.34972166788312,1.404129722169113e-23,2.0038751578785825e-23
gene_9497,113.3482525915033,1.405143592041541e-23,2.0051805627856035e-23
gene_19362,113.3461281391223,1.406611058323504e-23,2.00713303298e-23
gene_1670,113.31968370462664,1.4250063017530887e-23,2.0332382463836583e-23
gene_12053,113.31403357108911,1.4289677152802334e-23,2.0387466429606717e-23
gene_2713,113.28804860233399,1.4473284724107227e-23,2.0647967433764092e-23
gene_12277,113.28222913471654,1.4514726752850257e-23,2.0705628900838452e-23
gene_10978,113.27669491202005,1.4554247515469217e-23,2.0760541690907382e-23
gene_8938,113.26922591656111,1.4607755410963177e-23,2.0835396922133484e-23
gene_13468,113.18455663025546,1.522825248074144e-23,2.17188950072699e-23
gene_2350,113.16921501425804,1.5343470760769433e-23,2.1881678697617512e-23
gene_18394,113.10800458846573,1.5811912553289134e-23,2.2548144128353988e-23
gene_17404,113.09265077072659,1.5931640952283828e-23,2.2717277462529532e-23
gene_832,113.08600371702187,1.598375509735228e-23,2.2789981090365285e-23
gene_10404,113.03007293098881,1.6429067651530984e-23,2.342326566887175e-23
gene_2833,113.0248492089646,1.6471286155039442e-23,2.348180184299581e-23
gene_3559,112.99679481061986,1.6699886161954715e-23,2.3806020308839357e-23
gene_8621,112.96874061188514,1.6931656171174305e-23,2.4134711647914534e-23
gene_11706,112.95158711546016,1.7074951271966202e-23,2.433725168608082e-23
gene_10637,112.94418639067939,1.713714844296939e-23,2.442418090395292e-23
gene_13782,112.92445871945255,1.7304052513260568e-23,2.4660317560831768e-23
gene_12968,112.89543191022753,1.7552590101555358e-23,2.5012750136966237e-23
gene_16986,112.89334268170813,1.7570615862366615e-23,2.5036672775203673e-23
gene_2044,112.83400036087083,1.8090419365089277e-23,2.5775533397792435e-23
gene_19994,112.83061984454028,1.812048924873915e-23,2.5816558380804227e-23
gene_15274,112.82824285169909,1.8141662648198682e-23,2.584490350917469e-23
gene_11073,112.81953451680258,1.8219444877304645e-23,2.5953884809015658e-23
gene_20185,112.81846199371593,1.8229047607000772e-23,2.596573483102019e-23
gene_15113,112.79566815553004,1.8434330659104718e-23,2.6256293601307072e-23
gene_10897,112.79515545404327,1.8438974566548835e-23,2.626105822722806e-23
gene_15122,112.79402731678965,1.8449197038244538e-23,2.627376669556608e-23
gene_7825,112.78706977450102,1.8512367254157645e-23,2.636187170748745e-23
gene_2678,112.77724122432937,1.860197310839637e-23,2.6487606381584606e-23
gene_9264,112.76668012796054,1.8698740829750518e-23,2.662352051249016e-23
gene_10810,112.76497804580447,1.871438344623052e-23,2.6643916613829993e-23
gene_17453,112.76303938130879,1.8732216257673283e-23,2.666742783345617e-23
gene_1610,112.74411789450687,1.8907160098085244e-23,2.691458531104412e-23
gene_6960,112.73223879944635,1.9017825181894725e-23,2.7070212797627285e-23
gene_11921,112.72772244374437,1.9060069023402413e-23,2.712843356952349e-23
gene_15231,112.70068031408852,1.9314977855362958e-23,2.748931357075552e-23
gene_679,112.66854841397344,1.9622298996954268e-23,2.792473136866861e-23
gene_12523,112.63825347401941,1.9916526467242222e-23,2.8341455432378954e-23
gene_3547,112.63465924151411,1.995172539893694e-23,2.838954607641291e-23
gene_11369,112.63397623879133,1.9958421189249408e-23,2.8397075349550535e-23
gene_2567,112.61018450747575,2.0193069832407552e-23,2.872891473166208e-23
gene_9775,112.60507098273042,2.0243861517237144e-23,2.8799150396795574e-23
gene_19072,112.58954694186458,2.039884266358286e-23,2.901758688007802e-23
gene_4554,112.56329870260652,2.0663589648837215e-23,2.939212480930904e-23
gene_9703,112.53477606920784,2.095517253003595e-23,2.980477904831237e-23
gene_15429,112.51476646635548,2.116217939289993e-23,3.0097090273162853e-23
gene_4961,112.50676076303898,2.1245572845738867e-23,3.021356836020013e-23
gene_17828,112.5026962004631,2.1288038056795197e-23,3.0271829644617135e-23
gene_15853,112.48168801720946,2.150888107107863e-23,3.0583720141922575e-23
gene_18791,112.46413752973103,2.1695130859601233e-23,3.084638174040195e-23
gene_14630,112.44584447888498,2.1890977135439234e-23,3.112264983869203e-23
gene_17186,112.41995562786713,2.2171168717369812e-23,3.1518785337031424e-23
gene_17703,112.39967572600199,2.2393157258803403e-23,3.183212885274261e-23
gene_860,112.3698004654693,2.2724232831722996e-23,3.230048587728601e-23
gene_7202,112.36765469213483,2.2748199638407748e-23,3.233227981220518e-23
gene_6795,112.33222374649458,2.314761222674496e-23,3.2897657213734173e-23
gene_4245,112.31464924663834,2.3348322860997288e-23,3.318057745254242e-23
gene_13310,112.29086395721333,2.3622737696434723e-23,3.3568192477836017e-23
gene_18877,112.29046705973771,2.3627344013220953e-23,3.3572378841356255e-23
gene_10384,112.27745641985663,2.3778841223648567e-23,3.3785268998271336e-23
gene_15649,112.27397796811243,2.381950892894338e-23,3.384067238475122e-23
gene_13509,112.27235572872632,2.3838498822057484e-23,3.3865272213069014e-23
gene_18872,112.26881878163385,2.3879954723060593e-23,3.392178183737325e-23
gene_19884,112.25887006256255,2.399694868369081e-23,3.408557876741443e-23
gene_77,112.25087087479619,2.4091432182327895e-23,3.421738077957802e-23
gene_1761,112.23108471236897,2.432673984955678e-23,3.454916466483268e-23
gene_464,112.229889405736,2.4341028446198436e-23,3.456702972193122e-23
gene_6911,112.22661435397458,2.4380221144953963e-23,3.4620256444670936e-23
gene_18239,112.20233054424747,2.46728015168388e-23,3.503326448086493e-23
gene_20512,112.19742918484269,2.4732279290945208e-23,3.511525203919415e-23
gene_11149,112.16846914606049,2.5086645062538888e-23,3.56158849827704e-23
gene_1904,112.16337218493801,2.5149536593536623e-23,3.570266634778883e-23
gene_10278,112.11384629528176,2.5768904302958952e-23,3.657936215585349e-23
gene_13116,112.1070016471826,2.5855693982658887e-23,3.6699985120268525e-23
gene_20296,112.10247111475243,2.591330149223873e-23,3.6779172420478655e-23
gene_15601,112.10149670952366,2.592570819579529e-23,3.679419886490571e-23
gene_6044,112.07083868006423,2.6319111771543906e-23,3.734990238840545e-23
gene_6300,112.0681101745995,2.6354411798540032e-23,3.739737270023003e-23
gene_9584,112.06079311737085,2.6449310021651648e-23,3.752940130150993e-23
gene_9561,112.05736224838715,2.649392407630667e-23,3.759006727104948e-23
gene_18287,112.03060590140937,2.6844447049685114e-23,3.808472348219201e-23
gene_296,112.00210831338774,2.722288110584686e-23,3.861890548907881e-23
gene_3078,111.99777686391847,2.7280865700159365e-23,3.86984486371745e-23
gene_6532,111.99156172392848,2.7364282784416614e-23,3.881405458639789e-23
gene_9606,111.98147778820399,2.7500168085311666e-23,3.9004061082491915e-23
gene_11741,111.97641895278912,2.756859191401704e-23,3.909836562584785e-23
gene_5739,111.97117256055756,2.763973234272244e-23,3.9196509411753317e-23
gene_4681,111.95856537141363,2.781143553408822e-23,3.943723968687222e-23
gene_19058,111.9579531566028,2.7819800667634483e-23,3.944633541127809e-23
gene_13040,111.93985928714729,2.8068169234037715e-23,3.979571238826789e-23
gene_15008,111.93546354580198,2.812884204510385e-23,3.98789395634891e-23
gene_12295,111.92545678651383,2.8267451094213707e-23,4.007263941223327e-23
gene_343,111.90952679187349,2.8489516116434905e-23,4.038461306627622e-23
gene_8692,111.89131677539991,2.874550179316549e-23,4.074462300291598e-23
gene_11226,111.88327898297435,2.885922257335177e-23,4.090294663599538e-23
gene_18713,111.88216806140646,2.8874975516990876e-23,4.0922405377703424e-23
gene_14418,111.84863726074008,2.9354511367971173e-23,4.159910115437277e-23
gene_1041,111.8398917539492,2.948088765384214e-23,4.1775264838706516e-23
gene_7541,111.82703026695182,2.9667730370991225e-23,4.203708050114313e-23
gene_19959,111.8227063187922,2.9730811193070094e-23,4.212350988894832e-23
gene_6266,111.81238570292905,2.988191814236019e-23,4.233463649945109e-23
gene_6456,111.7803819781534,3.035539249630614e-23,4.3002409392448256e-23
gene_9947,111.77934022155841,3.037093000575414e-23,4.302140635000732e-23
gene_6769,111.72367692072321,3.1212798227340907e-23,4.4210842880012643e-23
gene_2351,111.70994652106296,3.1424023125566543e-23,4.4506911229395606e-23
gene_19613,111.7080822173838,3.1452813057674945e-23,4.4544567365124323e-23
gene_11515,111.70040834094789,3.157159654766033e-23,4.470966130613065e-23
gene_4627,111.65352163303557,3.230715656770328e-23,4.574811015094734e-23
gene_4281,111.61136983474282,3.298304764604634e-23,4.670192608715797e-23
gene_20133,111.5913528245099,3.330894644547396e-23,4.7160076044946714e-23
gene_8367,111.56600437447652,3.3726270316478376e-23,4.7747595888084387e-23
gene_11523,111.55948644562312,3.3834420346399087e-23,4.789735465027555e-23
gene_12854,111.55709809775408,3.3874136218381246e-23,4.7950221104087307e-23
gene_10725,111.52361335687192,3.443588658677832e-23,4.8741989547196163e-23
gene_8147,111.5120254243885,3.4632450605007414e-23,4.9016783347368576e-23
gene_10481,111.46776285726268,3.5393648797891594e-23,5.0090633562581597e-23
gene_9009,111.46357783210033,3.5466479838399674e-23,5.0190194472131e-23
gene_19901,111.44010878041071,3.587769103875464e-23,5.076856476519647e-23
gene_4975,111.41353070644736,3.634913475920611e-23,5.14320799080475e-23
gene_17887,111.39736382765341,3.6638928003230634e-23,5.183849448316028e-23
gene_2141,111.37343252056735,3.707214480519232e-23,5.244776044957629e-23
gene_18331,111.3492938948707,3.75143021665271e-23,5.306958892607699e-23
gene_1598,111.34683504724853,3.755963671952183e-23,5.313000448446667e-23
gene_14774,111.34280389104046,3.763407895056158e-23,5.323158299239687e-23
gene_4122,111.3340731018889,3.7795814033657486e-23,5.34566101681883e-23
gene_13897,111.32387328483976,3.798564264949911e-23,5.37213372510506e-23
gene_15255,111.31829195961336,3.8089919749437877e-23,5.386504421661538e-23
gene_11720,111.29864853597658,3.845920322936409e-23,5.438346493013785e-23
gene_15280,111.29440779201022,3.85393949881456e-23,5.449304986051969e-23
gene_9126,111.29100841936537,3.8603797238299596e-23,5.45802953402081e-23
gene_2285,111.27253769275623,3.895561642974719e-23,5.507386700873369e-23
gene_20408,111.21048158266127,4.0161266648383645e-23,5.677439687478787e-23
gene_13519,111.20976228720309,4.017545789351451e-23,5.679048822542865e-23
gene_20383,111.19132435935398,4.0540942707581405e-23,5.730311774709937e-23
gene_6240,111.14182857434218,4.1538591714543366e-23,5.870915377505985e-23
gene_10781,111.10342993393397,4.232943866641957e-23,5.982272709488889e-23
gene_11913,111.09287135371302,4.2549526462404727e-23,6.012956702748522e-23
gene_12552,111.0712610124787,4.3003555289920424e-23,6.076693861058567e-23
gene_7349,111.01917628358612,4.411784792557155e-23,6.23371534416171e-23
gene_1247,111.00831466464432,4.435383233055779e-23,6.266621321661607e-23
gene_16516,110.97105428016066,4.517299896458565e-23,6.381913030551851e-23
gene_5673,110.9705860503257,4.518338860371902e-23,6.382934895597334e-23
gene_4126,110.95242371271824,4.558824489521146e-23,6.439677960363752e-23
gene_18951,110.92845915911455,4.612799281667665e-23,6.515466210855117e-23
gene_16427,110.91996929916495,4.63207364917199e-23,6.542233796179842e-23
gene_3377,110.89563574989779,4.687764882054328e-23,6.620428389441302e-23
gene_11144,110.88721811649066,4.707185403825208e-23,6.647391301819229e-23
gene_8759,110.8694136473598,4.74852789722732e-23,6.70530604817274e-23
gene_11954,110.8366013979796,4.825672127971311e-23,6.813764129579491e-23
gene_8225,110.82918423897323,4.843283355358071e-23,6.838153381419883e-23
gene_5364,110.82076750504585,4.863345798650613e-23,6.865999818090766e-23
gene_13127,110.8194495151103,4.866494923481054e-23,6.869966060298129e-23
gene_17832,110.81358897526304,4.880522442960728e-23,6.889287561543377e-23
gene_13204,110.7498989100326,5.035599497316986e-23,7.107696316853747e-23
gene_2144,110.70375171921927,5.1510305869128946e-23,7.2701186220399e-23
gene_17362,110.69003771586262,5.1858414866611234e-23,7.318739579967517e-23
gene_6142,110.66722162551021,5.244278527351353e-23,7.400694821799967e-23
gene_14582,110.6661942130403,5.2469253908617915e-23,7.403701437875628e-23
gene_10243,110.6661104074181,5.247141353355206e-23,7.403701437875628e-23
gene_11876,110.60519272703505,5.406497256772377e-23,7.628019887607747e-23
gene_11164,110.59893553318219,5.42313712765667e-23,7.650963221819961e-23
gene_10827,110.59129364561196,5.443528800476649e-23,7.6791960286339e-23
gene_15427,110.59041347548718,5.445882370480429e-23,7.681980286953942e-23
gene_20384,110.58949110534994,5.448349874677215e-23,7.684924861596537e-23
gene_7124,110.49734268288566,5.700581673572902e-23,8.040138245191996e-23
gene_17776,110.4862984075839,5.731585401320976e-23,8.083302301584005e-23
gene_5506,110.48296309750094,5.740981453214023e-23,8.095988978690338e-23
gene_18176,110.48213204139996,5.743325054111629e-23,8.098729143597717e-23
gene_9222,110.4667433771092,5.786894739322121e-23,8.159598251435228e-23
gene_14163,110.43688166626073,5.872386661622532e-23,8.279565659229481e-23
gene_19845,110.4364213708399,5.873714287524884e-23,8.280860113507682e-23
gene_9092,110.41874787280553,5.924917373199693e-23,8.352464738111474e-23
gene_9954,110.41060957184759,5.948645202625756e-23,8.385329706677966e-23
gene_17396,110.41043044339742,5.949168532154986e-23,8.385482844605185e-23
gene_1986,110.40844922838414,5.954959786075522e-23,8.393060698001892e-23
gene_19662,110.38074424022305,6.036536657337556e-23,8.507444086145994e-23
gene_10528,110.35549864063645,6.111844302548854e-23,8.612976767847264e-23
gene_10585,110.29842000603072,6.285590223703319e-23,8.857206962613576e-23
gene_14081,110.29721712864551,6.289304389730554e-23,8.861823152723958e-23
gene_15310,110.29253233767477,6.303790704402899e-23,8.881615930443911e-23
gene_10099,110.2416052666531,6.463435985924544e-23,9.105910894682659e-23
gene_7275,110.21708137776568,6.54174854506445e-23,9.215598253430977e-23
gene_8807,110.21320183388262,6.554223761676209e-23,9.23252934063773e-23
gene_492,110.21169058193043,6.559089838070151e-23,9.238740290862115e-23
gene_7310,110.19943826030847,6.598674626054393e-23,9.29384966312223e-23
gene_15115,110.18970274372168,6.630298325011974e-23,9.337739408696693e-23
gene_12809,110.15890366165594,6.731343659397516e-23,9.479385760615444e-23
gene_7718,110.142522104612,6.785713777683276e-23,9.555286789591471e-23
gene_5916,110.13640855290532,6.806116856589949e-23,9.583349972641554e-23
gene_2218,110.08819708842339,6.969179154657079e-23,9.81226651485314e-23
gene_14730,110.07496012171259,7.014629043391969e-23,9.875570137605584e-23
gene_7778,110.07260528083832,7.022745515021986e-23,9.886308622894707e-23
gene_17321,110.05506234334867,7.083507291352966e-23,9.971152171141548e-23
gene_13073,110.05383323268298,7.087784091043177e-23,9.976477941318676e-23
gene_5685,110.0486873634144,7.105717644689647e-23,1.000102432611327e-22
gene_5946,110.02939297340586,7.173364172289273e-23,1.0095531523375653e-22
gene_139,110.02323443048863,7.195091397024606e-23,1.0125404909126213e-22
gene_5054,110.00491851777224,7.260099145040189e-23,1.021617709198731e-22
gene_11320,110.00063164549442,7.275398924427303e-23,1.0236994061014855e-22
gene_7752,109.96869392680243,7.390403310305087e-23,1.0398089711778401e-22
gene_14315,109.94257736712599,7.485795657425163e-23,1.0531571278702722e-22
gene_9418,109.94047228383761,7.493537998255305e-23,1.0541730336908344e-22
gene_13021,109.89198991039775,7.674084732670351e-23,1.0794968165518412e-22
gene_9546,109.88320046430663,7.70727894836978e-23,1.0840907597035707e-22
gene_615,109.88216074849288,7.711215019937523e-23,1.084568956793188e-22
gene_9115,109.85318924812198,7.821704795906462e-23,1.1000326379053037e-22
gene_4893,109.84800434093677,7.841644996469954e-23,1.102760299559211e-22
gene_5537,109.84484365344173,7.853825342722885e-23,1.1043963995493705e-22
gene_18794,109.83961483728487,7.874017179087258e-23,1.1071587607142998e-22
gene_2390,109.81636879584805,7.964415218685603e-23,1.1197916850023751e-22
gene_12740,109.79877708146668,8.03351398859523e-23,1.129428397159036e-22
gene_6251,109.76076899505588,8.184859592840476e-23,1.1506260138127593e-22
gene_6799,109.75138721085638,8.22265376819381e-23,1.155858754582183e-22
gene_11067,109.74715375991433,8.239765145910652e-23,1.1581835883182212e-22
gene_6706,109.72188714413885,8.342634209005748e-23,1.1725613841683828e-22
gene_2631,109.72165509633871,8.343584880348706e-23,1.17261349642432e-22
gene_12748,109.71916901802496,8.35377683579402e-23,1.1739642879740835e-22
gene_19078,109.69568892061555,8.45065208458953e-23,1.1874957317754335e-22
gene_4451,109.69355772883715,8.459500451022505e-23,1.1886565118485587e-22
gene_9641,109.68741906696114,8.485038983721507e-23,1.192162126805396e-22
gene_5479,109.66602146655573,8.574662985130499e-23,1.2046707442668229e-22
gene_2751,109.6523602136972,8.632377580212509e-23,1.212694921838802e-22
gene_14583,109.62705035395818,8.740332116845344e-23,1.2277753090290358e-22
gene_20312,109.60581674866228,8.831940511645651e-23,1.2405575790913219e-22
gene_935,109.56337410624292,9.017938066861242e-23,1.2665953021462887e-22
gene_19659,109.50639924503024,9.273791628582749e-23,1.302440203650311e-22
gene_12129,109.49928966819378,9.306223262689561e-23,1.3069042335915385e-22
gene_9486,109.4915257441562,9.341769347581747e-23,1.3118049859545173e-22
gene_13483,109.4848224965361,9.37256842826009e-23,1.3160385125189035e-22
gene_7834,109.47945216636742,9.397316441151446e-23,1.3194218563846922e-22
gene_17550,109.46343235462928,9.471529054500287e-23,1.3297492814764306e-22
gene_12663,109.46059057376331,9.484754803478092e-23,1.3315136551036552e-22
gene_19596,109.4569551870905,9.501700940870288e-23,1.3338000328034578e-22
gene_5681,109.45307829413828,9.519806196536777e-23,1.3362487928652657e-22
gene_8885,109.39894700901596,9.776233907984973e-23,1.3721470524978422e-22
gene_705,109.3935160605084,9.802339186788747e-23,1.375715579511766e-22
gene_13430,109.34855572124297,1.0021146604321124e-22,1.4063266395029317e-22
gene_13305,109.34389114079552,1.0044125320055147e-22,1.4094535606997582e-22
gene_20056,109.31768153638168,1.0174222336222059e-22,1.4276105048972747e-22
gene_15249,109.29290448129333,1.0298757146994207e-22,1.4449845147749782e-22
gene_13119,109.28180815513352,1.0355022595361134e-22,1.4527781301658052e-22
gene_1975,109.25760848928054,1.0478798478116561e-22,1.470041515373907e-22
gene_19941,109.20951768463455,1.0729179488811262e-22,1.5050623547919009e-22
gene_10619,109.20585691101178,1.074848219335834e-22,1.507665499666336e-22
gene_11485,109.19560396087657,1.0802729418909285e-22,1.5151695330496265e-22
gene_2517,109.17013388645964,1.0938676161389757e-22,1.5341307439274675e-22
gene_10698,109.15906707209103,1.0998277112977444e-22,1.5423826999203612e-22
gene_12815,109.11195839753427,1.125563719028231e-22,1.5783650459410443e-22
gene_8485,109.08067599162179,1.14298540710828e-22,1.602684135436969e-22
gene_10462,109.05676401589426,1.1564839395663923e-22,1.6214992193851071e-22
gene_18221,109.05519889176382,1.1573730031366112e-22,1.6226332591295441e-22
gene_3077,109.03469924058317,1.1690810387771221e-22,1.6389342543754983e-22
gene_6122,108.98744895273492,1.1965202006759327e-22,1.6772849204761202e-22
gene_9942,108.9739158920323,1.204497058559003e-22,1.6883498558936365e-22
gene_1098,108.95752831428642,1.2142276655514234e-22,1.701871326340565e-22
gene_7859,108.91899982997961,1.2374157767921058e-22,1.7342517620261415e-22
gene_6488,108.87171392661641,1.2664803872485722e-22,1.7748631166784518e-22
gene_17268,108.85454255179431,1.2772029657174447e-22,1.7897658468310778e-22
gene_4721,108.83988015260825,1.2864306273511045e-22,1.8025718048414307e-22
gene_9506,108.83388481364318,1.2902229148639079e-22,1.8077603631834175e-22
gene_20436,108.83353455127462,1.2904448147820274e-22,1.8079459987325833e-22
gene_19720,108.7957411670277,1.3146133845387337e-22,1.8416791775500715e-22
gene_10370,108.75688055918056,1.3399363591447534e-22,1.8770248090243202e-22
gene_9015,108.74782312793067,1.3459082370523366e-22,1.8852597992127528e-22
gene_13892,108.73755395619398,1.3527112478571002e-22,1.8946577642805587e-22
gene_7424,108.72001628987414,1.3644089884317541e-22,1.9109096935225448e-22
gene_20190,108.69966203818484,1.378112256979748e-22,1.9299679997498085e-22
gene_2346,108.65377855067754,1.4095095465551866e-22,1.9738014224994755e-22
gene_14514,108.65199221739125,1.4107462611749593e-22,1.9753964508842083e-22
gene_5289,108.64521071376845,1.4154511168544502e-22,1.9818471841790499e-22
gene_1711,108.64340223143934,1.4167084485650324e-22,1.9834702996907513e-22
gene_10768,108.62437944662804,1.4300017038654281e-22,2.0019429835130727e-22
gene_7779,108.61562068126698,1.4361642432488378e-22,2.010431094685687e-22
gene_18718,108.60201343957593,1.4457908012096936e-22,2.0237668414274688e-22
gene_1493,108.55354638666624,1.48060628844636e-22,2.0723568739997122e-22
gene_8385,108.54720419525533,1.485223676337108e-22,2.0786758000562476e-22
gene_18361,108.53282758057048,1.495743838645337e-22,2.0932546308566239e-22
gene_18878,108.4904633688699,1.5271792307159902e-22,2.1370997387064387e-22
gene_11709,108.48564190931756,1.530798486229108e-22,2.142016205801591e-22
gene_2582,108.47776974551698,1.536726207745261e-22,2.150161960062062e-22
gene_4951,108.47454685710878,1.5391596505011005e-22,2.1534177881950286e-22
gene_18038,108.45910490020924,1.550872655822887e-22,2.169655180115857e-22
gene_20415,108.44716386398915,1.5599912072115098e-22,2.1822609616758175e-22
gene_856,108.4190009779431,1.5817101034437183e-22,2.212490315560005e-22
gene_808,108.41071462181968,1.588157812866703e-22,2.2213556847186556e-22
gene_11221,108.4062197080153,1.5916663423293157e-22,2.226109082047385e-22
gene_15565,108.38884847836826,1.6052985387010735e-22,2.245019832012892e-22
gene_11084,108.34755273967656,1.6381760375212655e-22,2.290840778334544e-22
gene_20223,108.34401303313034,1.6410252937858152e-22,2.2946665144625526e-22
gene_5512,108.31349771599213,1.6657946866587375e-22,2.329140807559558e-22
gene_3278,108.28992397446646,1.6851851668456e-22,2.3560899715677854e-22
gene_10053,108.28366767003183,1.6903690429311327e-22,2.363174254501551e-22
gene_3517,108.27095773666625,1.7009494345690315e-22,2.3778014874815336e-22
gene_6683,108.2630601629278,1.7075570967173412e-22,2.386873500118993e-22
gene_18464,108.2061607434513,1.755927651901664e-22,2.4543176228038674e-22
gene_13268,108.19017272706378,1.7697640238057503e-22,2.4734861988786343e-22
gene_7505,108.18049692737716,1.7781905526109405e-22,2.4850916555633306e-22
gene_20052,108.15913220848597,1.7969391368177651e-22,2.5111199920934366e-22
gene_19132,108.15632957315252,1.799413203226033e-22,2.514403592179781e-22
gene_1373,108.14917741292511,1.8057423187843582e-22,2.523073205371649e-22
gene_19547,108.12962266924842,1.823160604129533e-22,2.5472348909074337e-22
gene_6917,108.12676615098576,1.8257190540174661e-22,2.550633203764487e-22
gene_8180,108.06351157139517,1.8833020706680168e-22,2.6308981810692896e-22
gene_2139,108.02654071152078,1.9177950706775914e-22,2.6788984611889734e-22
gene_13728,108.0210621538277,1.922959893133869e-22,2.685927471096219e-22
gene_3774,108.01994440189992,1.9240153424554034e-22,2.687216068503295e-22
gene_19663,108.0195763129233,1.9243630411822179e-22,2.687516061588896e-22
gene_9717,108.01720392774862,1.926605515863393e-22,2.690462025985751e-22
gene_4401,108.00250586609172,1.9405570642884025e-22,2.709757917062067e-22
gene_4358,107.98821599422796,1.9542179755874536e-22,2.7286453310560624e-22
gene_6538,107.98246085913802,1.9597469192708874e-22,2.7361763760668795e-22
gene_15488,107.96051093052782,1.9809780944759002e-22,2.7656281447388275e-22
gene_13926,107.9532813035862,1.9880212029976775e-22,2.7752693645713523e-22
gene_5997,107.94854573641422,1.9926481593258584e-22,2.781536547682465e-22
gene_2783,107.93302089496996,2.0078925655906136e-22,2.8026227354737214e-22
gene_15892,107.92878471511814,2.0120724332288083e-22,2.8082631607067734e-22
gene_18605,107.92669870585587,2.0141339079585355e-22,2.810946356051456e-22
gene_15211,107.91512026884129,2.025614608539703e-22,2.826773843980768e-22
gene_11589,107.84660230752115,2.0949057820821348e-22,2.9232689130827993e-22
gene_4565,107.82115645009003,2.121237898106532e-22,2.959808966161481e-22
gene_10165,107.81925415791738,2.123219686584894e-22,2.962369784201555e-22
gene_5804,107.80903935580349,2.1338930591037175e-22,2.9770561299942233e-22
gene_13053,107.79627490822973,2.147305957796499e-22,2.995562178171991e-22
gene_9014,107.78204915843683,2.162353723196e-22,3.0163462083848176e-22
gene_3819,107.73658667808043,2.2111535633142956e-22,3.0842061256658876e-22
gene_1318,107.7269515873063,2.2216365150281793e-22,3.0986144275337845e-22
gene_15494,107.70987926073212,2.240333312993266e-22,3.124476165393257e-22
gene_11384,107.6960902498131,2.255549145168582e-22,3.1454799492726827e-22
gene_2416,107.67067049430034,2.2838704937057394e-22,3.184755896367406e-22
gene_16551,107.6645241164463,2.2907716641765584e-22,3.194159000228533e-22
gene_14382,107.64685109249506,2.310731348957428e-22,3.221767814056964e-22
gene_5137,107.63520838204204,2.323975371740523e-22,3.24001006563466e-22
gene_6314,107.63274008628994,2.326792885656146e-22,3.2437145081594576e-22
gene_13162,107.60608491075219,2.3574376841749506e-22,3.2862089764029834e-22
gene_4980,107.6009269223362,2.3634141230515565e-22,3.2943128822103486e-22
gene_18972,107.56814994265687,2.4017475628030706e-22,3.347514300209601e-22
gene_18557,107.55614519826273,2.4159423681943784e-22,3.3670666915196448e-22
gene_2672,107.50837550235869,2.4732625489214217e-22,3.4467155066671304e-22
gene_12798,107.49335830852957,2.4915614536186154e-22,3.4719774070444503e-22
gene_4260,107.48642343275742,2.500057429935336e-22,3.483576439548128e-22
gene_10942,107.48216430385219,2.5052896743211834e-22,3.4906265075758735e-22
gene_10927,107.48156224619106,2.506030171181544e-22,3.4914176720037203e-22
gene_7771,107.45764572222679,2.5356237996127927e-22,3.5324043301391857e-22
gene_6008,107.42298266757602,2.5791360504147726e-22,3.5927741854117605e-22
gene_8131,107.41786280006772,2.585625939639499e-22,3.601566585758098e-22
gene_1108,107.38504622830169,2.627613297823091e-22,3.6597994555228496e-22
gene_4920,107.37012338417917,2.646931198631532e-22,3.6864519434897865e-22
gene_15225,107.36061622146144,2.6593123697865587e-22,3.703440456573967e-22
gene_5113,107.35629543261886,2.6649584483040294e-22,3.7110477779185854e-22
gene_5618,107.34257491146582,2.682966948073804e-22,3.735867969770031e-22
gene_14564,107.32342209837043,2.708309068518976e-22,3.7708956602989884e-22
gene_19018,107.30618581667022,2.731319826771722e-22,3.8026726946537443e-22
gene_15265,107.30524798126316,2.732577445901959e-22,3.8041616890591063e-22
gene_10553,107.27290677868241,2.776302373812149e-22,3.864767334493698e-22
gene_11180,107.2510722830315,2.8062171675162544e-22,3.906141484432173e-22
gene_8552,107.15115302668755,2.9472778999931487e-22,4.1022099680452546e-22
gene_1147,107.14553952648198,2.9554097918569394e-22,4.1132453301080026e-22
gene_13491,107.1425546174054,2.959742954542717e-22,4.118992586635119e-22
gene_5072,107.12872253323667,2.979905905936855e-22,4.146767416141295e-22
gene_2922,107.12113836474644,2.991019529968782e-22,4.1619464571634146e-22
gene_13198,107.09628295778866,3.0277331633544955e-22,4.212742881455395e-22
gene_1895,107.06886488299605,3.068754854468396e-22,4.269526070744836e-22
gene_5964,107.0585062012746,3.0843972489119592e-22,4.290993929841673e-22
